problem_id,contestId,index,name,rating,tags
1970-A1,1970,A1,Balanced Shuffle (Easy),1000,"implementation,sortings"
1969-F,1969,F,Card Pairing,3000,"dp,greedy,hashing,implementation"
1969-E,1969,E,Unique Array,2400,"binary search,data structures,divide and conquer,dp,greedy"
1969-D,1969,D,Shop Game,1900,"data structures,greedy,math,sortings"
1969-C,1969,C,Minimizing the Sum,1700,"dp,implementation"
1969-B,1969,B,Shifts and Sorting,1000,"constructive algorithms,greedy"
1969-A,1969,A,Two Friends,800,"constructive algorithms,implementation,math"
1968-G2,1968,G2,Division + LCP (hard version),2200,"binary search,brute force,data structures,dp,hashing,math,string suffix structures,strings"
1968-G1,1968,G1,Division + LCP (easy version),1900,"binary search,data structures,dp,hashing,string suffix structures,strings"
1968-F,1968,F,Equal XOR Segments,1800,"binary search,data structures"
1968-E,1968,E,Cells Arrangement,1600,constructive algorithms
1968-D,1968,D,Permutation Game,1300,"brute force,dfs and similar,games,graphs,greedy,math"
1968-C,1968,C,Assembly via Remainders,1000,"constructive algorithms,number theory"
1968-B,1968,B,Prefiquence,800,"greedy,two pointers"
1968-A,1968,A,Maximize?,800,"brute force,math,number theory"
1967-F,1967,F,Next and Prev,3200,"brute force,data structures,implementation"
1967-E2,1967,E2,Again Counting Arrays (Hard Version),3500,"combinatorics,dp,math"
1967-E1,1967,E1,Again Counting Arrays (Easy Version),3100,"combinatorics,dp,fft,math"
1967-D,1967,D,Long Way to be Non-decreasing,2800,"binary search,dfs and similar,graphs,implementation,shortest paths,two pointers"
1967-C,1967,C,Fenwick Tree,2300,"bitmasks,brute force,combinatorics,data structures,dp,math,trees"
1967-B2,1967,B2,Reverse Card (Hard Version),2200,"brute force,math,number theory"
1967-B1,1967,B1,Reverse Card (Easy Version),1400,"brute force,math,number theory"
1967-A,1967,A,Permutation Counting,1400,"binary search,greedy,implementation,math,sortings"
1966-B,1966,B,Rectangle Filling,1100,"constructive algorithms,implementation"
1966-A,1966,A,Card Exchange,800,"constructive algorithms,games,greedy"
1965-F,1965,F,Conference,3300,"data structures,flows"
1965-E,1965,E,Connected Cubes,3100,"constructive algorithms,games"
1965-D,1965,D,Missing Subarray Sum,2900,constructive algorithms
1965-C,1965,C,Folding Strip,2300,"constructive algorithms,greedy,strings"
1965-B,1965,B,Missing Subsequence Sum,1800,"bitmasks,constructive algorithms,greedy,number theory"
1965-A,1965,A,Everything Nim,1400,"games,greedy,math,sortings"
1958-J,1958,J,Necromancer,3200,*special
1958-I,1958,I,Equal Trees,3100,"*special,graphs,meet-in-the-middle"
1958-H,1958,H,Composite Spells,2600,"*special,dp"
1958-G,1958,G,Observation Towers,2400,*special
1958-F,1958,F,Narrow Paths,2000,"*special,combinatorics"
1958-E,1958,E,Yet Another Permutation Constructive,1900,"*special,constructive algorithms"
1958-D,1958,D,Staircase,1600,*special
1958-C,1958,C,Firewood,1500,*special
1958-B,1958,B,Clock in the Pool,1400,"*special,math"
1958-A,1958,A,1-3-5,1100,"*special,dp"
1957-F2,1957,F2,Frequency Mismatch (Hard Version),2700,"binary search,data structures,dfs and similar,hashing,probabilities,trees"
1957-F1,1957,F1,Frequency Mismatch (Easy Version),2600,"binary search,data structures,divide and conquer,hashing,probabilities,trees"
1957-E,1957,E,Carousel of Combinations,2400,"brute force,combinatorics,dp,math,number theory"
1957-D,1957,D,A BIT of an Inequality,1900,"bitmasks,brute force,dp,math"
1957-C,1957,C,How Does the Rook Move?,1600,"combinatorics,dp,math"
1957-B,1957,B,A BIT of a Construction,1100,"bitmasks,constructive algorithms,greedy,implementation"
1957-A,1957,A,Stickogon,800,"constructive algorithms,greedy"
1956-F,1956,F,Nene and the Passing Game,3000,"constructive algorithms,data structures,dsu,graphs,sortings"
1956-E2,1956,E2,Nene vs. Monsters (Hard Version),2700,"brute force,greedy,implementation,math"
1956-E1,1956,E1,Nene vs. Monsters (Easy Version),2500,"brute force,implementation,math"
1956-D,1956,D,Nene and the Mex Operator,2000,"bitmasks,brute force,constructive algorithms,divide and conquer,dp,greedy,implementation,math"
1956-C,1956,C,Nene's Magical Matrix,1600,"constructive algorithms,greedy,math"
1956-B,1956,B,Nene and the Card Game,800,"games,greedy"
1956-A,1956,A,Nene's Game,800,"binary search,brute force,data structures,games,greedy"
1955-H,1955,H,The Most Reckless Defense,2300,"bitmasks,brute force,constructive algorithms,dp,flows,graph matchings,shortest paths"
1955-G,1955,G,GCD on a grid,1900,"brute force,dfs and similar,dp,implementation,math,number theory"
1955-F,1955,F,Unfair Game,1800,"dp,games,greedy,math,schedules"
1955-E,1955,E,Long Inversions,1700,"brute force,greedy,implementation,sortings"
1955-D,1955,D,Inaccurate Subsequence Search,1400,"data structures,two pointers"
1955-C,1955,C,Inhabitant of the Deep Sea,1300,"greedy,implementation,math"
1955-B,1955,B,Progressive Square,1000,"constructive algorithms,data structures,implementation,sortings"
1955-A,1955,A,Yogurt Sale,800,math
1954-F,1954,F,Unique Strings,3100,"combinatorics,dp,math"
1954-E,1954,E,Chain Reaction,2200,"binary search,data structures,dsu,greedy,implementation,math,number theory"
1954-D,1954,D,Colored Balls,1800,"combinatorics,dp,math,sortings"
1954-C,1954,C,Long Multiplication,1200,"greedy,math,number theory"
1954-B,1954,B,Make It Ugly,1200,"implementation,math"
1954-A,1954,A,Painting the Ribbon,900,"constructive algorithms,greedy,math"
1953-A,1953,A,Accuracy-Preserving Summation Algorithm,,*special
1952-J,1952,J,"Help, what does it mean to be ""Based""",,"*special,brute force,constructive algorithms,expression parsing,implementation,sortings"
1952-I,1952,I,Dark Matter,,"*special,bitmasks,geometry"
1952-H,1952,H,Palindrome,,"*special,implementation,strings"
1952-G,1952,G,Mathematician Takeover,,"*special,binary search,dfs and similar,math"
1952-F,1952,F,Grid,,"*special,brute force"
1952-E,1952,E,Sweep Line,,"*special,combinatorics,games,math"
1952-D,1952,D,Are You a Procrastinator?,,"*special,implementation"
1952-C,1952,C,They Have Fooled,,"*special,brute force,schedules"
1952-B,1952,B,Is it stated?,,"*special,strings"
1952-A,1952,A,"Are You a Robot, Again?",,"*special,strings"
1951-I,1951,I,Growing Trees,3200,"binary search,constructive algorithms,flows,graphs,greedy"
1951-H,1951,H,Thanos Snap,3200,"binary search,dp,games,greedy,trees"
1951-G,1951,G,Clacking Balls,3100,"combinatorics,math,probabilities"
1951-F,1951,F,Inversion Composition,2500,"constructive algorithms,data structures,greedy"
1951-E,1951,E,No Palindromes,2000,"brute force,constructive algorithms,divide and conquer,greedy,hashing,implementation,math,strings"
1951-D,1951,D,Buying Jewels,2000,"constructive algorithms,greedy,math"
1951-C,1951,C,Ticket Hoarding,1400,"greedy,math,sortings"
1951-B,1951,B,Battle Cows,1200,"binary search,data structures,greedy"
1951-A,1951,A,Dual Trigger,900,"constructive algorithms,greedy,math"
1950-G,1950,G,Shuffling Songs,1900,"bitmasks,dfs and similar,dp,graphs,hashing,implementation,strings"
1950-F,1950,F,"0, 1, 2, Tree!",1700,"bitmasks,brute force,greedy,implementation,trees"
1950-E,1950,E,Nearly Shortest Repeating Substring,1500,"brute force,implementation,number theory,strings"
1950-D,1950,D,Product of Binary Decimals,1100,"brute force,dp,implementation,number theory"
1950-C,1950,C,Clock Conversion,800,"implementation,math"
1950-B,1950,B,Upscaling,800,implementation
1950-A,1950,A,"Stair, Peak, or Neither?",800,implementation
1949-K,1949,K,Make Triangle,2800,"constructive algorithms,math"
1949-J,1949,J,Amanda the Amoeba,2600,"graphs,implementation,trees,two pointers"
1949-I,1949,I,Disks,1800,"dfs and similar,geometry,graph matchings,graphs"
1949-H,1949,H,Division Avoidance,3100,"greedy,math"
1949-G,1949,G,Scooter,2300,"graphs,greedy"
1949-F,1949,F,Dating,2200,"greedy,sortings,trees"
1949-E,1949,E,Damage per Second,2900,"brute force,math"
1949-D,1949,D,Funny or Scary?,2600,constructive algorithms
1949-C,1949,C,Annual Ants' Gathering,1900,"dfs and similar,dp,greedy,trees"
1949-B,1949,B,Charming Meals,1500,"binary search,brute force,greedy,sortings"
1949-A,1949,A,Grove,3300,"brute force,dfs and similar,dp,geometry,probabilities"
1948-G,1948,G,MST with Matching,3100,"bitmasks,brute force,dsu,graph matchings,trees"
1948-F,1948,F,Rare Coins,2500,"combinatorics,math,probabilities"
1948-E,1948,E,Clique Partition,2100,"brute force,constructive algorithms,graphs,greedy,implementation"
1948-D,1948,D,Tandem Repeats?,1700,"brute force,strings,two pointers"
1948-C,1948,C,Arrow Path,1300,"brute force,constructive algorithms,dfs and similar,dp,graphs,shortest paths"
1948-B,1948,B,Array Fix,1100,"brute force,dp,greedy,implementation"
1948-A,1948,A,Special Characters,800,"brute force,constructive algorithms"
1946-F,1946,F,Nobody is needed,2500,"2-sat,data structures,dfs and similar,dp"
1946-E,1946,E,Girl Permutation,2200,"combinatorics,dp,math,number theory"
1946-D,1946,D,Birthday Gift,1900,"bitmasks,brute force,constructive algorithms,greedy,implementation"
1946-C,1946,C,Tree Cutting,1600,"binary search,dp,greedy,implementation,trees"
1946-B,1946,B,Maximum Sum,1100,"dp,greedy,math"
1946-A,1946,A,Median of an Array,800,"greedy,implementation,sortings"
1945-H,1945,H,GCD is Greater,2600,"brute force,data structures,math,number theory"
1945-G,1945,G,Cook and Porridge,2500,"binary search,constructive algorithms,data structures,implementation"
1945-F,1945,F,Kirill and Mushrooms,1900,"data structures,sortings"
1945-E,1945,E,Binary Search,1700,"binary search,constructive algorithms,greedy"
1945-D,1945,D,Seraphim the Owl,1300,"dp,greedy"
1945-C,1945,C,Left and Right Houses,1200,brute force
1945-B,1945,B,Fireworks,900,"math,number theory"
1945-A,1945,A,Setting up Camp,800,"greedy,math"
1944-B,1944,B,Equal XOR,1100,"bitmasks,constructive algorithms"
1944-A,1944,A,Destroying Bridges,800,"graphs,greedy,math"
1943-F,1943,F,Minimum Hamming Distance,3500,dp
1943-E2,1943,E2,MEX Game 2 (Hard Version),3300,"binary search,greedy,two pointers"
1943-E1,1943,E1,MEX Game 2 (Easy Version),2900,"binary search,brute force,greedy"
1943-D2,1943,D2,Counting Is Fun (Hard Version),2800,"combinatorics,dp"
1943-D1,1943,D1,Counting Is Fun (Easy Version),2400,"brute force,combinatorics,dp,math"
1943-C,1943,C,Tree Compass,2300,"constructive algorithms,dfs and similar,greedy,trees"
1943-B,1943,B,Non-Palindromic Substring,2000,"hashing,implementation,math,strings"
1943-A,1943,A,MEX Game 1,1300,"games,greedy"
1942-H,1942,H,Farmer John's Favorite Intern,3500,"data structures,dp,flows,trees"
1942-G,1942,G,Bessie and Cards,2800,"combinatorics,dp,math"
1942-F,1942,F,Farmer John's Favorite Function,2700,"brute force,data structures,implementation,math"
1942-E,1942,E,Farm Game,2300,"combinatorics,games"
1942-D,1942,D,Learning to Paint,2100,"binary search,data structures,dfs and similar,dp,greedy,implementation,sortings"
1942-C2,1942,C2,Bessie's Birthday Cake (Hard Version),1700,"geometry,greedy,math"
1942-C1,1942,C1,Bessie's Birthday Cake (Easy Version),1300,"geometry,greedy,math"
1942-B,1942,B,Bessie and MEX,1100,"constructive algorithms,math"
1942-A,1942,A,Farmer John's Challenge,800,"constructive algorithms,math"
1941-G,1941,G,Rudolf and Subway,2000,"constructive algorithms,dfs and similar,graphs,shortest paths"
1941-F,1941,F,Rudolf and Imbalance,1800,"binary search,greedy,sortings,two pointers"
1941-E,1941,E,Rudolf and k Bridges,1600,"binary search,data structures,dp,two pointers"
1941-D,1941,D,Rudolf and the Ball Game,1200,"dfs and similar,dp,implementation"
1941-C,1941,C,Rudolf and the Ugly String,900,"dp,greedy,strings"
1941-B,1941,B,Rudolf and 121,1000,"brute force,dp,greedy,math"
1941-A,1941,A,Rudolf and the Ticket,800,"brute force,math"
1940-D,1940,D,Almost Certainly,,"*special,constructive algorithms,data structures,sortings"
1940-C,1940,C,Burenka and Pether,,"*special,data structures,dfs and similar,divide and conquer,dsu,graphs,sortings,trees"
1940-B,1940,B,Three Arrays,,"*special,constructive algorithms,implementation,sortings"
1940-A,1940,A,Parallel Universes,,"*special,constructive algorithms,dfs and similar,dsu,graphs"
1939-D,1939,D,Big Persimmon,,"*special,dp,games"
1939-C,1939,C,More Gifts,,"*special,dfs and similar,two pointers"
1939-B,1939,B,Evidence Board,,"*special,constructive algorithms,dfs and similar,graphs,trees"
1939-A,1939,A,Draw Polygon Lines,,"*special,constructive algorithms,dp,geometry,interactive"
1938-M,1938,M,Zig-zag,3500,
1938-L,1938,L,XOR Operations,2800,
1938-K,1938,K,Tree Quiz,2400,
1938-J,1938,J,There and Back Again,2100,
1938-I,1938,I,Symmetric Boundary,2800,
1938-H,1938,H,Pho Restaurant,1600,
1938-G,1938,G,Personality Test,2300,
1938-F,1938,F,Forming Groups,2400,
1938-E,1938,E,Duplicates,2200,
1938-D,1938,D,Bánh Bò,3300,
1938-C,1938,C,Bit Counting Sequence,1900,
1938-B,1938,B,Attraction Score,3000,
1938-A,1938,A,Antiparticle Antiphysics,3500,
1937-B,1937,B,Binary Path,1300,"dp,greedy,implementation"
1937-A,1937,A,Shuffle Party,800,"implementation,math"
1936-F,1936,F,Grand Finale: Circles,3300,"binary search,geometry"
1936-E,1936,E,Yet Yet Another Permutation Problem,3400,"divide and conquer,fft,math"
1936-D,1936,D,Bitwise Paradox,3100,"binary search,bitmasks,data structures,greedy,two pointers"
1936-C,1936,C,Pokémon Arena,2400,"data structures,graphs,greedy,implementation,shortest paths,sortings"
1936-B,1936,B,Pinball,2000,"binary search,data structures,implementation,math,two pointers"
1936-A,1936,A,Bitwise Operation Wizard,1700,"bitmasks,constructive algorithms,greedy,interactive,math"
1935-F,1935,F,Andrey's Tree,2800,"binary search,constructive algorithms,data structures,dfs and similar,dsu,greedy,implementation,trees"
1935-E,1935,E,Distance Learning Courses in MAC,2400,"bitmasks,brute force,data structures,greedy,math"
1935-D,1935,D,Exam in MAC,1800,"binary search,combinatorics,implementation,math"
1935-C,1935,C,Messenger in MAC,1800,"binary search,brute force,constructive algorithms,data structures,dp,greedy,sortings"
1935-B,1935,B,Informatics in MAC,1200,constructive algorithms
1935-A,1935,A,Entertainment in MAC,800,"constructive algorithms,strings"
1934-E,1934,E,Weird LCM Operations,3000,"brute force,constructive algorithms,number theory"
1934-D2,1934,D2,XOR Break --- Game Version,2400,"bitmasks,games,greedy,interactive"
1934-D1,1934,D1,XOR Break --- Solo Version,2100,"bitmasks,constructive algorithms,greedy"
1934-C,1934,C,Find a Mine,1700,"binary search,constructive algorithms,geometry,greedy,interactive,math"
1934-B,1934,B,Yet Another Coin Problem,1200,"brute force,dp,greedy,math"
1934-A,1934,A,Too Min Too Max,800,"greedy,math"
1933-G,1933,G,Turtle Magic: Royal Turtle Shell Pattern,2300,"bitmasks,brute force,combinatorics,constructive algorithms,dfs and similar,math"
1933-F,1933,F,Turtle Mission: Robot and the Earthquake,2100,"dfs and similar,dp,graphs,shortest paths"
1933-E,1933,E,Turtle vs. Rabbit Race: Optimal Trainings,1500,"binary search,implementation,math,ternary search"
1933-D,1933,D,Turtle Tenacity: Continual Mods,1200,"constructive algorithms,greedy,math,number theory,sortings"
1933-C,1933,C,Turtle Fingers: Count the Values of k,1100,"brute force,implementation,math,number theory"
1933-B,1933,B,Turtle Math: Fast Three Task,800,"implementation,math,number theory"
1933-A,1933,A,Turtle Puzzle: Rearrange and Negate,800,"greedy,math,sortings"
1932-G,1932,G,Moving Platforms,2300,"graphs,math,number theory,shortest paths"
1932-F,1932,F,Feed Cats,1900,"data structures,dp,sortings"
1932-E,1932,E,Final Countdown,1600,"implementation,math,number theory"
1932-D,1932,D,Card Game,1400,"greedy,implementation"
1932-C,1932,C,LR-remainders,1400,"brute force,data structures,implementation,math,two pointers"
1932-B,1932,B,Chaya Calendar,1100,number theory
1932-A,1932,A,Thorns and Coins,800,"dp,greedy,implementation"
1931-G,1931,G,One-Dimensional Puzzle,2000,"combinatorics,math,number theory"
1931-F,1931,F,Chat Screenshots,1700,"combinatorics,dfs and similar,graphs"
1931-E,1931,E,Anna and the Valentine's Day Gift,1400,"games,greedy,math,sortings"
1931-D,1931,D,Divisible Pairs,1300,"combinatorics,math,number theory"
1931-C,1931,C,Make Equal Again,1000,"brute force,greedy,math"
1931-B,1931,B,Make Equal,800,greedy
1931-A,1931,A,Recovering a Small String,800,"brute force,strings"
1930-I,1930,I,Counting Is Fun,3500,combinatorics
1930-H,1930,H,Interactive Mex Tree,3300,"constructive algorithms,dfs and similar,interactive,trees"
1930-G,1930,G,Prefix Max Set Counting,3100,"data structures,dp,trees"
1930-F,1930,F,Maximize the Difference,2700,"bitmasks,brute force,dfs and similar"
1930-E,1930,E,2..3...4.... Wonderful! Wonderful!,2400,"combinatorics,dp,math"
1930-D2,1930,D2,Sum over all Substrings (Hard Version),2100,"bitmasks,divide and conquer,dp,dsu,greedy,implementation,strings"
1930-D1,1930,D1,Sum over all Substrings (Easy Version),1800,"brute force,dp,greedy,strings"
1930-C,1930,C,Lexicographically Largest,1700,"binary search,constructive algorithms,data structures,greedy,sortings"
1930-B,1930,B,Permutation Printing,1000,"brute force,constructive algorithms,math"
1930-A,1930,A,Maximise The Score,800,"greedy,sortings"
1929-F,1929,F,Sasha and the Wedding Binary Search Tree,2300,"brute force,combinatorics,data structures,dfs and similar,math,trees"
1929-E,1929,E,Sasha and the Happy Tree Cutting,2300,"bitmasks,brute force,dfs and similar,dp,graphs,greedy,math,trees"
1929-D,1929,D,Sasha and a Walk in the City,1900,"combinatorics,dp,math,trees"
1929-C,1929,C,Sasha and the Casino,1400,"binary search,brute force,constructive algorithms,games,greedy,math"
1929-B,1929,B,Sasha and the Drawing,800,"constructive algorithms,greedy,math"
1929-A,1929,A,Sasha and the Beautiful Array,800,"constructive algorithms,greedy,math,sortings"
1928-F,1928,F,Digital Patterns,2900,"combinatorics,data structures,implementation,math"
1928-E,1928,E,Modular Sequence,2300,"brute force,constructive algorithms,dp,graphs,greedy,math,number theory"
1928-D,1928,D,Lonely Mountain Dungeons,1900,"brute force,data structures,greedy,math,ternary search"
1928-C,1928,C,Physical Education Lesson,1600,"brute force,math,number theory"
1928-B,1928,B,Equalize,1200,"binary search,greedy,sortings,two pointers"
1928-A,1928,A,Rectangle Cutting,800,"geometry,math"
1927-G,1927,G,Paint Charges,2300,"data structures,dp,greedy,math"
1927-F,1927,F,Microcycle,1900,"data structures,dfs and similar,dsu,graphs,greedy,implementation,sortings,trees"
1927-E,1927,E,Klever Permutation,1400,"constructive algorithms,math,two pointers"
1927-D,1927,D,Find the Different Ones!,1300,"binary search,brute force,data structures,dp,dsu,greedy,two pointers"
1927-C,1927,C,Choose the Different Ones!,1000,"brute force,greedy,math"
1927-B,1927,B,Following the String,900,"constructive algorithms,greedy,strings"
1927-A,1927,A,Make it White,800,"greedy,strings"
1926-G,1926,G,Vlad and Trouble at MIT,1900,"dfs and similar,dp,flows,graphs,greedy,implementation,trees"
1926-F,1926,F,Vlad and Avoiding X,2200,"bitmasks,brute force,dfs and similar,dp,implementation"
1926-E,1926,E,Vlad and an Odd Ordering,1500,"binary search,bitmasks,data structures,dp,implementation,math,number theory"
1926-D,1926,D,Vlad and Division,1300,"bitmasks,greedy"
1926-C,1926,C,Vlad and a Sum of Sum of Digits,1200,"dp,implementation"
1926-B,1926,B,Vlad and Shapes,800,"geometry,implementation"
1926-A,1926,A,Vlad and the Best of Five,800,implementation
1925-D,1925,D,Good Trip,1900,"combinatorics,dp,math,probabilities"
1925-B,1925,B,A Balanced Problemset?,1200,"brute force,greedy,math,number theory"
1925-A,1925,A,We Got Everything Covered!,800,"constructive algorithms,greedy,strings"
1924-F,1924,F,Anti-Proxy Attendance,3500,"constructive algorithms,dp,interactive,ternary search"
1924-E,1924,E,Paper Cutting Again,3100,"combinatorics,probabilities"
1924-D,1924,D,Balanced Subsequences,2700,"combinatorics,dp,math"
1924-C,1924,C,Fractal Origami,2400,"geometry,math,matrices"
1924-B,1924,B,Space Harbour,2100,"data structures,implementation,math,sortings"
1924-A,1924,A,Did We Get Everything Covered?,1500,"constructive algorithms,dp,greedy,shortest paths,strings"
1923-F,1923,F,Shrink-Reverse,2800,"binary search,brute force,greedy,hashing,implementation,string suffix structures,strings"
1923-E,1923,E,Count Paths,2000,"data structures,dfs and similar,dp,dsu,graphs,trees"
1923-D,1923,D,Slimes,1800,"binary search,constructive algorithms,data structures,greedy,two pointers"
1923-C,1923,C,Find B,1400,"constructive algorithms,greedy"
1923-B,1923,B,Monsters Attack!,1100,"dp,greedy,implementation"
1923-A,1923,A,Moving Chips,800,"greedy,implementation"
1922-F,1922,F,Replace on Segment,2500,"dp,graph matchings"
1922-E,1922,E,Increasing Subsequences,1800,"bitmasks,constructive algorithms,divide and conquer,greedy,math"
1922-D,1922,D,Berserk Monsters,1900,"brute force,data structures,dsu,implementation,math"
1922-C,1922,C,Closest Cities,1300,"greedy,implementation,math"
1922-B,1922,B,Forming Triangles,1200,"combinatorics,constructive algorithms,math,sortings"
1922-A,1922,A,Tricky Template,800,"constructive algorithms,implementation,strings"
1921-G,1921,G,Mischievous Shooter,2200,"brute force,data structures,divide and conquer,dp,implementation"
1921-F,1921,F,Sum of Progression,1900,"brute force,data structures,dp,implementation,math"
1921-E,1921,E,Eat the Chip,1600,"brute force,games,greedy,math"
1921-D,1921,D,Very Different Array,1100,"data structures,greedy,sortings,two pointers"
1921-C,1921,C,Sending Messages,900,"greedy,math"
1921-B,1921,B,Arranging Cats,800,"greedy,implementation"
1921-A,1921,A,Square,800,"greedy,math"
1920-F2,1920,F2,Smooth Sailing (Hard Version),3000,"binary search,data structures,dsu,geometry,graphs,trees"
1920-F1,1920,F1,Smooth Sailing (Easy Version),2500,"binary search,brute force,data structures,dfs and similar,dsu,graphs,shortest paths"
1920-E,1920,E,Counting Binary Strings,2100,"combinatorics,dp,math"
1920-D,1920,D,Array Repetition,1900,"binary search,brute force,dsu,implementation,math"
1920-C,1920,C,Partitioning the Array,1600,"brute force,math,number theory"
1920-B,1920,B,Summation Game,1100,"games,greedy,math,sortings"
1920-A,1920,A,Satisfying Constraints,800,"brute force,greedy,math"
1919-H,1919,H,Tree Diameter,2000,"interactive,trees"
1919-G,1919,G,Tree LGM,3500,"constructive algorithms,divide and conquer,games,trees"
1919-F2,1919,F2,Wine Factory (Hard Version),2800,"data structures,dp,flows,greedy,matrices"
1919-F1,1919,F1,Wine Factory (Easy Version),2300,"data structures,greedy"
1919-E,1919,E,Counting Prefixes,2600,"combinatorics,constructive algorithms,dp,implementation,math"
1919-D,1919,D,01 Tree,2100,"constructive algorithms,data structures,dsu,greedy,sortings,trees"
1919-C,1919,C,Grouping Increases,1400,"data structures,dp,greedy"
1919-B,1919,B,Plus-Minus Split,800,greedy
1919-A,1919,A,Wallet Exchange,800,"games,math"
1918-G,1918,G,Permutation of Given,2700,"constructive algorithms,math"
1918-F,1918,F,Caterpillar on a Tree,2500,"dfs and similar,graphs,greedy,implementation,sortings,trees"
1918-E,1918,E,ace5 and Task Order,2200,"constructive algorithms,divide and conquer,implementation,interactive,probabilities,sortings"
1918-D,1918,D,Blocking Elements,1900,"binary search,data structures,dp,implementation,two pointers"
1918-C,1918,C,XOR-distance,1400,"bitmasks,greedy,implementation,math"
1918-B,1918,B,Minimize Inversions,900,"constructive algorithms,data structures,greedy,implementation,sortings"
1918-A,1918,A,Brick Wall,800,"constructive algorithms,greedy,implementation,math"
1917-F,1917,F,Construct Tree,2500,"bitmasks,constructive algorithms,dp,trees"
1917-E,1917,E,Construct Matrix,2500,"constructive algorithms,math"
1917-D,1917,D,Yet Another Inversions Problem,2300,"combinatorics,data structures,dp,implementation,math,number theory"
1917-C,1917,C,Watering an Array,1600,"brute force,greedy,implementation,math"
1917-B,1917,B,Erase First or Second Letter,1100,"brute force,combinatorics,data structures,dp,strings"
1917-A,1917,A,Least Product,800,"constructive algorithms,math"
1916-H2,1916,H2,Matrix Rank (Hard Version),2700,"combinatorics,dp,math,matrices,string suffix structures"
1916-H1,1916,H1,Matrix Rank (Easy Version),2700,"brute force,combinatorics,dp,math,matrices"
1916-G,1916,G,Optimizations From Chelsu,3500,"divide and conquer,dp,number theory,trees"
1916-F,1916,F,Group Division,2900,"constructive algorithms,dfs and similar,graphs,greedy"
1916-E,1916,E,Happy Life in University,2300,"data structures,dfs and similar,greedy,trees"
1916-D,1916,D,Mathematical Problem,1700,"brute force,constructive algorithms,geometry,math"
1916-C,1916,C,Training Before the Olympiad,1200,"constructive algorithms,games,greedy,implementation,math"
1916-B,1916,B,Two Divisors,1000,"constructive algorithms,math,number theory"
1916-A,1916,A,2023,800,"constructive algorithms,implementation,math,number theory"
1915-G,1915,G,Bicycles,1800,"graphs,greedy,implementation,shortest paths,sortings"
1915-F,1915,F,Greetings,1500,"data structures,divide and conquer,sortings"
1915-E,1915,E,Romantic Glasses,1300,"data structures,greedy,math"
1915-D,1915,D,Unnatural Language Processing,900,"greedy,implementation,strings"
1915-C,1915,C,Can I Square?,800,"binary search,implementation"
1915-B,1915,B,Not Quite Latin Square,800,"bitmasks,brute force,implementation"
1915-A,1915,A,Odd One Out,800,"bitmasks,implementation"
1914-G2,1914,G2,Light Bulbs (Hard Version),2300,"combinatorics,data structures,dfs and similar,dp,graphs,hashing"
1914-G1,1914,G1,Light Bulbs (Easy Version),2100,"brute force,combinatorics,dfs and similar,dp,dsu,graphs,math,trees"
1914-F,1914,F,Programming Competition,1900,"dfs and similar,dp,graph matchings,greedy,trees"
1914-E2,1914,E2,Game with Marbles (Hard Version),1400,"games,greedy,sortings"
1914-E1,1914,E1,Game with Marbles (Easy Version),1400,"brute force,games,greedy,sortings"
1914-D,1914,D,Three Activities,1200,"brute force,dp,greedy,implementation,sortings"
1914-C,1914,C,Quests,1100,"greedy,math"
1914-B,1914,B,Preparing for the Contest,800,"constructive algorithms,math"
1914-A,1914,A,Problemsolving Log,800,"implementation,strings"
1913-F,1913,F,Palindromic Problem,2800,"binary search,data structures,hashing,string suffix structures,strings"
1913-E,1913,E,Matrix Problem,2400,"flows,graphs"
1913-D,1913,D,Array Collapse,2100,"data structures,divide and conquer,dp,trees"
1913-C,1913,C,Game with Multiset,1300,"binary search,bitmasks,brute force,greedy"
1913-B,1913,B,Swap and Delete,1000,strings
1913-A,1913,A,Rating Increase,800,implementation
1912-L,1912,L,LOL Lovers,800,strings
1912-K,1912,K,Kim's Quest,1800,"bitmasks,combinatorics,dp"
1912-J,1912,J,Joy of Pokémon Observation,2300,
1912-I,1912,I,Innovative Washing Machine,3300,"geometry,math,two pointers"
1912-H,1912,H,Hypercatapult Commute,2400,graphs
1912-G,1912,G,Great City Saint Petersburg,2400,data structures
1912-F,1912,F,Fugitive Frenzy,3100,"math,probabilities"
1912-E,1912,E,Evaluate It and Back Again,2200,"constructive algorithms,implementation,math"
1912-D,1912,D,Divisibility Test,1900,math
1912-C,1912,C,Cactus Transformation,3300,constructive algorithms
1912-B,1912,B,Blueprint for Seating,2100,"combinatorics,divide and conquer,math"
1912-A,1912,A,Accumulator Apex,1900,"data structures,implementation,sortings"
1910-J,1910,J,Two Colors,2900,*special
1910-I,1910,I,Inverse Problem,2700,"*special,combinatorics,dp"
1910-H,1910,H,Sum of Digits of Sums,2400,"*special,binary search,data structures"
1910-G,1910,G,Pool Records,2700,"*special,greedy"
1910-F,1910,F,Build Railway Stations,2000,"*special,greedy,trees"
1910-E,1910,E,Maximum Sum Subarrays,2100,"*special,dp"
1910-D,1910,D,Remove and Add,1800,"*special,greedy"
1910-C,1910,C,Poisonous Swamp,1600,"*special,*special,implementation,implementation"
1910-B,1910,B,Security Guard,1600,"*special,greedy"
1910-A,1910,A,Username,1100,"*special,implementation"
1909-I,1909,I,Short Permutation Problem,1900,"combinatorics,dp,fft,math"
